country,lead_time,total_of_special_requests,agent,required_car_parking_spaces,customer_type,stays_in_weekend_nights,stays_in_week_nights,booking_changes,record_count,arrival_date_week_number,adr
CN,2,1,240,1,Transient,0,2,0,1,21,87.0
PRT,145,3,240,0,Transient,2,2,0,1,41,69.0
BRA,1,1,240,0,Transient,1,2,0,1,53,100.67
FRA,67,2,9,0,Transient,0,3,0,1,25,170.0
PRT,74,3,240,0,Transient,2,5,0,2,39,89.06
PRT,2,1,240,1,Transient-Party,0,1,1,1,20,150.0
POL,82,1,9,0,Transient,2,4,0,1,15,99.45
CHN,22,0,9,0,Transient,1,4,0,1,12,91.8
ITA,1,1,240,0,Transient,1,3,0,1,33,184.0
FRA,86,0,12,0,Transient-Party,0,2,1,6,39,87.5
ITA,130,2,28,0,Contract,1,2,2,1,13,67.5
BEL,82,2,9,0,Transient,2,2,2,1,45,90.45
GBR,81,1,7,0,Transient,1,4,0,1,29,96.0
PRT,10,0,None / Unknown,0,Transient,1,1,0,3,14,45.0
ESP,59,0,240,0,Transient,0,1,0,1,46,87.0
DEU,97,0,75,0,Transient,2,5,0,1,47,37.7
PRT,41,1,240,0,Transient,2,2,0,1,8,86.4
NZL,27,0,250,1,Transient,2,2,0,1,13,87.0
PRT,4,2,None / Unknown,0,Transient,1,2,0,1,26,65.0
USA,170,2,242,1,Transient,0,1,0,1,27,119.1
ESP,49,1,240,1,Transient,2,2,0,1,30,193.0
FRA,63,0,9,0,Transient,1,1,0,1,14,107.1
ESP,51,0,240,0,Transient,2,6,0,1,33,189.0
PRT,45,1,None / Unknown,0,Transient,1,2,1,1,14,68.33
GBR,200,1,40,0,Contract,2,5,0,1,20,50.85
PRT,259,1,240,0,Transient,2,5,0,1,38,83.0
DEU,2,0,9,0,Transient,0,1,0,1,16,119.0
DEU,107,2,9,0,Transient,0,3,0,1,29,137.7
ESP,66,0,9,0,Transient,1,4,0,1,53,110.84
USA,237,0,9,0,Transient,2,5,1,1,53,148.26
GRC,14,0,25,0,Transient-Party,1,2,0,2,47,75.0
FRA,2,1,None / Unknown,0,Transient,0,1,0,1,18,65.0
DEU,117,2,9,0,Transient,0,4,0,1,12,91.8
ROU,233,2,11,0,Transient,2,5,1,1,27,101.7
PRT,1,0,214,0,Transient-Party,0,2,0,1,17,107.0
PRT,18,0,None / Unknown,0,Transient,1,0,1,1,26,65.0
PRT,9,2,9,0,Transient,1,2,0,1,34,153.0
ESP,76,1,9,0,Transient,1,2,0,1,50,165.6
PRT,12,1,240,1,Transient,0,2,0,1,5,65.0
DEU,30,1,7,0,Transient,2,4,0,1,21,136.72
ESP,85,0,9,0,Transient,0,1,0,1,34,107.1
GBR,194,0,None / Unknown,0,Transient,2,7,0,1,15,44.0
PRT,4,0,None / Unknown,0,Transient,0,2,0,1,44,38.0
ISR,50,0,1,0,Transient-Party,0,3,0,8,14,65.0
PRT,32,0,240,0,Transient,1,2,0,1,30,209.0
ESP,99,0,240,0,Transient,2,5,1,1,38,121.0
FRA,80,0,28,0,Transient,2,1,0,1,49,75.0
BEL,29,0,171,0,Transient-Party,0,3,0,3,3,65.0
FRA,304,1,7,0,Transient,1,2,0,1,43,74.15
PRT,21,1,None / Unknown,0,Transient,0,2,2,1,6,35.0
ITA,68,1,9,0,Transient,2,1,0,1,2,79.2
GBR,22,1,240,1,Transient,0,2,1,1,26,206.0
FIN,1,0,8,0,Transient,2,6,1,1,13,36.0
PRT,59,0,9,0,Transient,2,4,0,1,29,76.5
GBR,210,0,314,0,Transient,3,7,1,1,40,89.34
BEL,169,0,None / Unknown,0,Transient-Party,2,3,1,1,14,66.0
ITA,7,1,9,0,Transient,2,1,0,1,21,163.33
PRT,2,0,None / Unknown,0,Transient-Party,0,2,0,1,4,35.0
PRT,23,1,None / Unknown,0,Transient,0,2,0,1,13,0.0
NLD,1,0,240,0,Transient-Party,0,1,0,1,1,93.0
IRL,47,0,None / Unknown,0,Transient,1,3,0,1,27,152.1
PRT,216,1,240,0,Transient,4,9,0,1,52,40.29
GBR,66,2,9,0,Transient,0,1,0,1,39,125.1
ESP,9,1,242,1,Transient,0,2,0,1,13,153.0
ITA,219,1,9,0,Transient,2,3,3,1,52,106.25
PRT,17,0,5,0,Transient,0,1,0,2,26,124.0
FRA,2,0,9,0,Transient,1,3,0,1,9,74.8
PRT,19,3,None / Unknown,0,Transient,1,4,3,1,28,245.5
GBR,252,1,9,0,Transient,0,3,0,1,27,89.1
NLD,47,0,9,0,Transient,0,3,0,1,11,79.2
NOR,1,1,241,0,Transient,0,1,0,1,33,170.1
USA,13,0,None / Unknown,0,Transient,1,2,0,1,42,159.0
ITA,101,0,9,0,Transient,0,2,0,2,30,123.3
PRT,170,0,83,0,Transient,0,4,1,1,10,115.2
USA,75,0,36,0,Transient,2,1,0,1,34,118.13
USA,88,1,240,0,Transient,1,1,0,1,8,82.0
PRT,29,0,7,0,Transient,2,1,0,1,5,81.2
AUT,13,1,9,0,Transient,2,1,0,1,31,196.0
IDN,12,3,9,0,Transient,0,2,0,1,21,160.0
SWE,52,1,14,0,Transient-Party,2,4,2,1,18,136.46
ESP,1,2,250,0,Transient,0,2,1,1,15,116.0
GBR,52,1,7,0,Transient,0,3,0,1,13,91.47
BRA,36,1,7,0,Transient,2,6,0,1,50,68.07
DEU,92,0,22,0,Transient,1,3,0,1,15,90.95
PRT,1,0,None / Unknown,0,Transient,0,1,1,1,38,95.0
BRA,62,0,14,0,Transient,2,3,0,1,16,108.0
BEL,32,0,85,0,Transient,1,2,0,1,5,58.0
AUT,4,1,9,0,Transient,0,1,0,1,35,119.0
PRT,351,0,1,0,Transient-Party,2,1,0,10,40,62.8
DZA,36,0,7,0,Transient,2,5,0,1,10,77.23
PRT,232,0,240,0,Transient,2,6,0,1,36,111.94
PRT,71,0,240,0,Transient,1,4,0,1,31,134.0
PRT,15,0,484,0,Transient-Party,0,1,1,1,23,130.0
FRA,78,3,14,0,Transient,1,1,0,1,18,108.0
FRA,1,0,9,0,Transient,0,4,0,1,28,189.5
PRT,6,1,9,0,Transient,0,1,0,1,47,121.0
BRA,66,2,9,0,Transient,1,2,0,1,37,102.0
BRA,305,0,9,0,Transient,2,2,0,1,3,77.35
DNK,80,1,14,0,Transient-Party,0,1,0,1,27,108.0
TUR,60,0,240,0,Transient,1,2,0,1,39,112.33
PRT,175,1,196,0,Transient,2,5,0,1,28,115.2
BGR,3,1,None / Unknown,0,Transient,1,2,0,1,48,81.0
CHE,1,0,None / Unknown,1,Transient,0,1,0,1,39,98.0
PRT,1,0,28,0,Transient,1,2,0,1,39,75.0
IRL,250,0,240,0,Transient,4,5,0,1,19,54.0
GBR,164,1,9,0,Transient,2,2,0,1,18,99.0
ESP,9,0,138,0,Transient,2,2,0,1,11,54.74
PRT,7,0,None / Unknown,0,Transient,0,1,0,1,17,110.0
DEU,46,0,16,0,Transient,2,3,0,1,21,86.5
DEU,210,1,75,0,Contract,2,5,1,1,36,79.9
IRL,28,0,22,0,Transient,1,2,0,1,43,77.0
PRT,196,0,8,0,Transient,0,4,0,4,24,128.25
PRT,208,0,16,0,Transient,2,6,0,1,30,107.1
USA,195,0,9,0,Transient,2,1,1,1,33,158.7
FRA,52,0,9,0,Transient,0,1,0,1,13,106.2
AGO,25,0,9,0,Transient,4,8,0,1,18,150.42
DNK,127,2,14,0,Transient,1,2,4,1,9,77.0
PRT,4,0,5,0,Group,1,1,0,1,12,34.4
CHN,27,0,9,0,Transient,1,2,0,1,42,144.9
ESP,27,1,9,0,Transient,0,2,0,1,5,77.0
ITA,72,0,9,0,Transient,0,2,0,1,22,144.0
IRL,320,1,240,0,Transient-Party,2,5,0,1,22,74.25
PRT,10,1,None / Unknown,0,Transient,2,2,3,1,28,145.0
PRT,1,0,7,0,Transient,0,1,0,1,9,62.4
IRL,1,1,None / Unknown,0,Transient,2,3,0,1,7,52.4
FRA,112,1,9,0,Transient,1,2,0,1,16,87.3
FRA,39,1,9,0,Transient,0,3,0,1,21,140.4
PRT,72,1,242,0,Transient,1,2,0,1,12,87.55
PRT,265,1,6,0,Transient-Party,0,2,0,4,26,115.0
GBR,66,2,7,0,Transient,1,3,0,1,37,95.46
FRA,9,0,91,0,Transient,0,2,0,1,52,79.0
FRA,18,3,9,0,Transient,2,2,0,1,36,124.25
PRT,89,0,171,0,Transient,2,2,0,1,44,46.0
PRT,51,0,240,0,Transient,2,3,2,1,29,163.8
AGO,11,0,14,0,Transient,0,4,0,1,36,118.0
AUT,22,0,14,1,Transient,0,3,0,1,44,114.0
JPN,56,1,9,0,Transient,1,1,0,1,32,125.1
GBR,55,1,240,0,Transient,0,3,0,3,30,172.0
PRT,176,0,26,0,Transient,2,5,0,1,31,134.86
ITA,119,0,9,0,Transient,2,2,0,1,32,139.95
CN,388,0,96,0,Transient-Party,0,3,0,6,21,72.0
ESP,14,0,None / Unknown,0,Transient,0,1,0,1,28,143.0
ITA,240,1,1,0,Transient-Party,1,1,0,4,37,96.0
DEU,279,1,16,0,Transient-Party,1,2,0,4,42,80.75
CHE,137,1,9,1,Transient,0,2,0,1,34,118.8
PRT,1,0,None / Unknown,0,Transient,0,2,1,1,49,38.0
BEL,1,0,394,0,Transient,2,5,0,1,34,112.1
NLD,25,1,242,0,Transient,1,2,0,1,37,135.67
IRL,15,1,240,0,Transient,2,3,0,1,18,78.0
RUS,59,3,9,0,Transient,2,4,3,1,14,126.0
NLD,83,1,9,0,Transient,0,2,0,1,26,190.0
SWE,294,1,240,0,Transient,0,5,0,1,26,76.8
PRT,147,0,86,0,Transient-Party,0,1,0,1,38,130.0
PRT,53,0,22,0,Transient,2,4,0,1,9,100.0
PRT,88,1,240,0,Transient,0,2,0,1,32,230.0
GBR,8,0,95,0,Transient,2,2,0,1,8,46.5
FRA,53,1,250,0,Transient,1,5,1,1,37,123.0
PRT,21,1,9,0,Contract,0,2,0,1,41,117.0
CZE,17,0,14,0,Transient,0,2,0,1,36,141.1
GBR,117,2,9,0,Transient,2,2,0,1,22,150.45
ESP,55,1,240,0,Transient,2,5,0,1,18,136.0
PRT,1,0,240,0,Transient,0,1,0,1,41,58.0
CHN,1,0,9,0,Transient,0,1,2,1,32,81.0
BRA,25,0,220,0,Transient-Party,0,1,1,1,53,65.0
FRA,3,0,None / Unknown,0,Transient,1,2,0,2,50,79.0
ITA,61,0,98,0,Transient-Party,0,3,0,1,34,115.0
TUR,5,1,9,0,Transient,0,3,0,1,50,121.0
PRT,4,3,None / Unknown,0,Transient,1,0,0,1,10,226.0
DEU,40,0,168,0,Transient,0,4,0,1,36,113.25
FRA,185,1,14,0,Transient,0,3,0,1,28,141.6
PRT,17,0,9,0,Transient,0,0,0,1,26,0.0
ESP,4,0,9,0,Transient,0,2,0,1,14,111.0
PRT,14,1,9,0,Transient,0,1,0,1,45,100.0
ISR,95,2,1,0,Transient-Party,2,0,0,1,23,65.0
USA,1,0,None / Unknown,0,Transient,2,5,0,1,36,110.0
PRT,101,0,3,0,Transient,1,2,0,11,15,80.0
IRL,221,1,9,0,Transient,2,7,0,1,25,129.4
PRT,4,0,5,0,Transient,1,0,0,1,44,46.8
AUS,180,1,7,0,Transient,0,3,1,1,29,91.54
PRT,1,0,None / Unknown,1,Transient,0,1,0,1,17,136.0
FIN,123,0,11,0,Transient,2,5,0,1,18,70.73
GBR,46,1,7,0,Transient,1,3,0,1,12,56.59
RUS,38,1,9,0,Transient,2,5,0,1,25,126.77
ITA,82,1,9,0,Transient,2,6,0,1,19,146.25
DEU,26,0,None / Unknown,0,Transient,1,0,0,1,14,62.0
PRT,8,2,None / Unknown,1,Transient,0,1,2,1,18,104.0
FRA,117,1,241,0,Transient,2,5,0,1,30,194.49
PRT,2,0,None / Unknown,0,Transient,0,1,0,1,26,79.0
SEN,52,2,9,0,Transient,6,13,0,1,10,102.0
POL,38,2,9,0,Transient,0,1,2,1,24,120.0
CN,43,0,7,0,Transient,1,2,0,1,19,111.2
PRT,82,0,240,0,Transient,1,3,0,1,34,134.0
DEU,13,0,9,0,Transient,1,1,0,1,30,139.0
FRA,1,2,9,0,Transient,0,1,1,1,50,98.0
PRT,258,2,240,1,Transient,2,6,2,1,26,131.55
EGY,30,1,9,0,Transient,0,2,0,1,41,144.0
GBR,75,1,243,0,Contract,1,2,0,1,20,40.95
GBR,33,2,9,0,Transient,1,0,0,1,40,99.0
ITA,6,1,None / Unknown,0,Transient,2,6,2,1,2,71.86
CN,321,1,9,0,Transient,0,3,1,2,19,109.8
PRT,1,1,None / Unknown,0,Transient-Party,0,2,1,1,23,119.0
PRT,2,0,None / Unknown,0,Transient,0,1,0,1,51,30.0
NOR,210,1,241,0,Transient,4,10,0,1,27,61.88
PRT,1,0,240,0,Transient,1,1,1,1,49,48.0
CHE,236,1,9,0,Transient,1,2,0,1,15,113.4
PRT,1,0,None / Unknown,0,Transient,0,1,1,1,2,35.0
PRT,80,0,8,0,Transient,1,2,0,1,19,129.0
DEU,84,0,14,0,Transient,2,2,2,1,21,109.25
ESP,82,0,None / Unknown,1,Transient-Party,0,4,1,1,50,39.3
GEO,3,1,9,0,Transient,1,4,0,1,11,92.6
GBR,63,0,40,0,Contract,2,5,0,1,16,42.95
FRA,45,0,83,0,Transient,2,1,1,1,41,185.6
IRL,169,1,250,0,Transient-Party,2,9,0,1,35,204.27
ESP,129,0,9,0,Transient,0,2,0,1,35,128.7
PRT,29,1,40,0,Group,2,4,0,1,32,146.0
FRA,42,2,250,0,Transient,2,5,0,2,13,59.29
PRT,8,1,None / Unknown,0,Transient,0,1,0,1,25,95.0
ESP,9,3,250,1,Transient,0,1,0,1,34,319.0
FRA,41,0,464,0,Transient,2,5,0,2,11,47.0
PRT,1,0,142,0,Transient,0,1,0,1,4,37.0
PRT,3,0,None / Unknown,0,Transient,1,3,0,1,34,130.0
PRT,2,1,240,0,Transient,0,1,0,1,6,48.0
PRT,241,0,1,0,Transient,1,2,0,2,43,0.0
PRT,3,0,240,0,Transient,0,2,0,1,41,87.0
PRT,36,0,7,0,Transient,0,4,0,1,3,60.29
GBR,21,2,240,0,Transient,1,4,1,1,50,57.6
CHE,29,0,240,0,Transient,0,3,0,1,41,174.0
DEU,25,2,9,0,Contract,2,4,0,1,41,101.33
ITA,37,1,9,0,Transient,1,4,0,1,19,191.4
PRT,3,0,240,1,Transient-Party,0,1,0,1,26,141.0
ESP,1,0,None / Unknown,0,Transient,0,2,0,1,51,75.0
JAM,68,1,9,0,Transient,1,2,0,1,23,137.4
FRA,26,0,474,0,Transient-Party,0,2,1,3,20,130.0
PRT,98,1,85,0,Transient,2,2,0,1,11,68.0
FRA,245,0,9,0,Transient,1,2,0,1,44,128.7
PRT,3,3,None / Unknown,1,Transient,0,1,1,1,20,0.0
ESP,2,1,314,0,Transient,2,3,0,1,52,108.7
IRL,211,1,240,0,Transient,2,5,0,1,35,126.57
PRT,37,0,171,0,Transient,2,5,0,1,15,35.1
IRL,1,0,240,1,Transient-Party,0,2,0,1,14,54.0
IRL,3,0,171,0,Transient,2,9,0,1,9,55.0
POL,67,0,9,0,Transient,2,3,0,1,37,119.16
PRT,61,1,156,0,Transient,2,5,0,1,44,49.01
PRT,88,1,14,1,Transient,1,1,0,1,15,108.0
GBR,59,1,9,0,Transient,1,3,0,1,25,140.0
PRT,339,0,298,0,Transient-Party,2,5,0,6,10,64.0
PRT,1,1,9,0,Group,0,1,0,1,16,130.0
RUS,86,0,9,0,Transient,1,0,0,1,34,134.1
PRT,1,0,14,0,Transient,0,1,0,1,26,126.0
AUT,19,0,None / Unknown,1,Transient-Party,0,4,0,6,10,75.0
ESP,31,0,9,0,Transient,2,2,0,1,27,192.6
USA,25,0,15,0,Transient,2,2,0,1,12,106.08
PRT,10,2,250,0,Transient,2,2,0,1,16,171.0
PRT,1,0,None / Unknown,0,Transient,0,2,0,1,32,80.0
GBR,192,0,34,0,Transient-Party,0,2,0,8,26,95.0
GBR,168,0,None / Unknown,0,Transient-Party,0,4,1,1,14,66.0
GBR,4,1,9,0,Transient,1,2,0,1,50,118.67
PRT,7,0,118,0,Transient,0,3,0,1,36,80.0
GBR,146,2,9,0,Transient,0,4,0,1,10,96.9
FRA,82,2,9,0,Transient,0,3,0,1,13,103.8
ESP,97,2,9,0,Transient,1,4,0,1,53,143.14
IRL,59,1,240,0,Transient,2,4,0,1,20,80.0
USA,34,0,86,0,Transient,1,1,0,1,51,56.16
ESP,49,1,9,0,Transient,1,3,0,1,33,160.0
ESP,132,0,9,0,Transient,2,5,0,2,32,121.37
GBR,53,0,89,0,Transient,1,2,0,1,28,95.76
PRT,105,0,21,0,Transient,1,2,0,18,42,110.0
GBR,153,1,40,0,Contract,3,6,0,2,32,93.6
GBR,140,0,240,0,Transient,3,5,2,1,22,215.5
GBR,78,1,9,0,Transient,1,2,1,1,34,115.68
FRA,104,1,9,0,Transient,0,3,0,1,44,125.1
PRT,155,3,15,1,Transient,2,5,3,1,34,220.53
PRT,216,0,None / Unknown,0,Transient-Party,0,1,2,1,48,137.0
PRT,1,0,250,1,Group,0,1,0,1,2,44.0
GBR,354,0,40,0,Transient,2,5,0,1,19,37.56
BEL,200,1,9,0,Transient,0,1,2,2,30,175.5
PRT,7,0,None / Unknown,0,Transient,0,1,0,1,16,45.0
FRA,26,1,9,0,Transient,2,2,2,1,22,171.1
ITA,8,1,9,0,Transient,0,2,0,1,18,119.0
PRT,7,0,None / Unknown,0,Transient-Party,1,2,0,1,17,19.0
RUS,2,1,240,0,Transient-Party,0,3,0,2,46,78.0
GBR,68,1,240,0,Transient,0,3,0,1,28,107.0
GBR,331,3,9,0,Transient,1,5,1,1,30,91.85
PRT,68,1,1,0,Transient-Party,2,2,1,1,37,84.0
ITA,79,0,28,0,Transient,1,3,1,1,24,111.6
PRT,1,1,None / Unknown,0,Transient,1,0,0,1,34,234.0
BEL,155,0,9,0,Transient,2,3,0,1,36,161.1
IRL,94,0,9,0,Transient,0,3,0,1,16,105.3
FRA,14,0,11,0,Transient,1,2,0,1,41,95.04
RUS,59,1,9,0,Transient,1,3,0,1,49,88.4
PRT,286,0,44,0,Transient,1,0,0,25,43,90.0
PRT,24,0,8,0,Transient,0,3,0,1,45,117.0
ITA,60,0,9,0,Transient,0,3,0,1,50,126.0
PRT,45,2,None / Unknown,0,Transient-Party,0,2,1,1,53,231.0
MAR,16,1,240,1,Transient,2,6,0,1,29,231.13
FRA,167,0,9,0,Transient,2,5,0,1,36,119.85
ESP,8,1,9,0,Transient,2,3,1,1,6,100.8
AGO,78,2,9,0,Transient,0,2,0,1,30,142.2
FRA,184,0,9,0,Transient,2,3,2,1,37,152.15
PRT,177,0,15,0,Transient-Party,3,6,0,1,35,123.02
FRA,245,2,240,0,Transient,2,5,0,1,46,96.0
PRT,64,0,240,0,Transient,2,4,0,1,35,194.0
GBR,14,0,7,0,Transient,0,2,0,1,13,74.48
PRT,1,1,9,0,Transient,1,0,1,1,52,89.5
PRT,72,0,132,0,Transient-Party,2,5,0,1,14,85.0
BRA,115,1,9,0,Transient,1,2,0,1,16,108.0
PRT,19,0,82,0,Transient-Party,0,3,0,7,41,80.0
PRT,21,1,241,0,Transient,0,2,0,1,28,160.0
POL,10,0,26,0,Transient,1,2,0,1,51,36.0
GBR,9,0,223,0,Transient-Party,1,0,0,2,39,90.0
GBR,173,1,42,0,Transient-Party,2,2,0,1,19,89.1
PRT,62,1,7,0,Transient,0,4,0,1,11,48.5
PRT,2,0,327,1,Transient,1,0,0,1,43,45.0
GBR,105,1,314,0,Transient,2,5,1,1,23,131.5
PRT,91,0,27,0,Transient,0,1,0,1,12,70.0
AUT,28,1,9,0,Transient,2,1,0,1,35,134.37
DEU,97,0,168,0,Transient,2,3,0,1,23,80.75
GBR,110,1,314,0,Transient,2,5,0,1,41,52.8
DEU,251,2,9,0,Transient,2,5,0,1,27,107.1
ESP,10,0,14,0,Transient,1,0,0,1,45,120.0
LVA,2,0,240,0,Transient,0,2,0,1,17,85.0
ESP,1,0,14,0,Transient-Party,0,1,0,2,11,89.0
PRT,160,1,250,0,Transient,1,3,0,1,32,164.15
FRA,38,2,9,0,Transient,1,5,0,1,3,98.6
ITA,25,0,9,0,Transient,2,1,0,1,28,139.0
PRT,6,0,None / Unknown,1,Transient,0,1,0,1,18,65.0
BRA,281,0,9,0,Transient,1,2,0,1,16,123.3
GBR,181,0,314,0,Transient,2,5,1,1,44,74.49
GBR,72,2,9,0,Transient,0,3,0,1,34,135.9
HUN,82,0,22,0,Transient,2,5,0,1,12,68.0
PRT,7,1,240,0,Transient,0,1,0,1,22,90.0
FRA,202,2,9,0,Transient,2,4,0,1,35,127.22
PRT,57,0,305,0,Transient-Party,0,2,0,2,29,107.0
CHN,14,0,9,0,Transient,2,7,0,1,10,132.33
GBR,105,1,14,0,Transient,2,4,1,1,19,216.33
PRT,1,1,9,0,Transient,0,1,0,1,5,118.0
ESP,11,0,9,0,Transient,0,1,0,1,50,88.0
PRT,13,0,9,0,Transient,2,0,0,1,12,118.0
IRL,128,0,250,0,Transient,2,5,0,1,40,96.23
PRT,112,1,240,0,Transient,0,0,0,1,19,0.0
BRA,116,0,9,0,Transient,0,1,0,1,44,104.4
ITA,179,0,9,0,Transient,0,2,0,2,33,118.8
RUS,118,0,191,0,Transient-Party,1,3,1,2,24,110.0
PRT,364,0,None / Unknown,1,Transient-Party,0,4,1,1,42,61.5
GBR,296,0,9,0,Contract,2,5,0,1,31,158.4
GBR,174,0,243,0,Contract,2,5,0,1,39,58.23
ESP,1,1,None / Unknown,0,Transient,0,1,2,1,18,65.0
GBR,100,0,243,0,Contract,2,5,0,1,25,64.9
PRT,6,1,None / Unknown,0,Transient,0,1,0,1,12,60.0
BRA,60,0,240,1,Transient,1,0,1,1,2,89.0
SWE,76,1,9,0,Transient,0,2,0,1,30,130.0
ITA,4,0,9,0,Transient,0,4,0,1,2,89.0
NLD,188,1,9,0,Transient-Party,0,3,0,2,32,105.3
FRA,1,0,None / Unknown,0,Transient,0,2,1,1,8,45.0
FRA,1,0,7,0,Transient,0,2,0,1,11,107.2
NLD,1,0,240,0,Transient,0,1,0,1,47,46.4
MAR,39,2,9,0,Transient,1,3,0,1,16,121.5
ITA,250,1,9,0,Transient,2,3,0,1,31,107.1
DEU,42,1,9,0,Transient,0,4,0,2,46,133.03
PRT,1,0,None / Unknown,0,Transient,0,1,0,1,39,110.0
PRT,352,0,147,0,Transient,2,5,0,1,21,61.5
FRA,332,2,9,0,Transient,1,3,0,1,23,109.8
DEU,72,2,9,0,Transient,2,4,0,1,43,127.65
GBR,364,0,None / Unknown,0,Transient-Party,1,4,3,4,42,66.0
NLD,75,1,9,0,Transient,2,3,0,1,33,149.4
PRT,24,1,240,0,Transient,0,1,0,1,14,147.0
FRA,12,0,91,0,Transient,0,1,1,1,8,73.0
GBR,41,0,14,0,Transient,1,0,1,1,17,116.1
PRT,225,2,241,0,Transient,2,5,1,1,17,41.58
PRT,1,1,240,0,Transient,1,0,0,1,51,40.0
PRT,2,2,240,0,Transient,0,1,0,1,48,61.4
DEU,1,0,9,1,Transient,0,2,0,1,33,167.0
ESP,29,1,9,0,Transient,1,2,0,1,20,160.0
PRT,47,1,None / Unknown,0,Transient,0,4,0,1,11,65.0
PRT,27,1,7,0,Transient,2,0,0,1,24,82.84
FRA,184,0,9,0,Transient,2,5,0,1,33,177.81
PRT,47,1,9,1,Transient,1,3,0,1,10,99.4
BEL,115,0,14,0,Transient,1,1,0,1,25,99.0
JPN,1,0,9,0,Transient,1,0,0,1,4,79.2
PRT,6,2,7,0,Transient,1,1,0,1,22,100.87
PRT,146,1,9,0,Contract,2,0,0,1,18,107.0
PRT,43,2,None / Unknown,0,Transient,0,2,1,1,48,20.0
GBR,145,0,240,0,Transient,2,2,0,1,35,249.5
NLD,45,0,9,0,Transient-Party,2,3,1,1,18,99.79
DZA,1,1,7,0,Transient,1,1,0,1,52,71.69
CHN,23,0,9,0,Transient,1,3,0,1,48,79.2
BGR,1,0,9,0,Transient,0,1,2,1,32,90.0
GBR,40,2,240,0,Transient,0,2,0,1,31,283.5
ISR,10,0,37,0,Transient-Party,1,1,2,1,13,95.0
ITA,15,2,9,0,Transient,2,5,0,1,53,98.11
PRT,21,0,None / Unknown,0,Transient,0,1,0,1,34,172.0
ESP,15,0,9,0,Transient,0,2,0,1,38,139.0
HRV,114,0,9,0,Transient,2,3,0,1,22,174.6
GBR,296,2,243,0,Contract,2,8,2,1,18,40.95
PRT,181,0,None / Unknown,0,Transient,0,2,0,17,21,130.0
PRT,67,1,240,0,Transient,0,2,0,2,30,135.0
ITA,98,0,9,0,Transient,0,3,0,1,17,118.33
PRT,1,1,9,0,Transient,0,1,0,1,27,143.0
PRT,110,1,250,0,Transient,2,5,0,1,28,139.4
BEL,83,2,9,0,Transient,0,2,0,1,37,135.9
NLD,157,1,9,0,Transient,2,7,0,1,30,139.5
PRT,36,0,11,0,Transient,0,3,0,2,27,110.8
CHN,28,0,9,0,Transient,2,7,0,1,6,74.7
PRT,59,1,240,0,Transient,2,5,0,1,36,138.86
HUN,31,2,9,0,Transient,2,3,0,1,25,126.9
ESP,4,1,250,1,Transient,2,1,0,1,16,139.95
DEU,140,1,177,0,Transient,10,25,0,1,1,45.0
BEL,115,1,9,0,Transient,0,3,0,1,20,117.0
CHN,54,2,9,0,Transient,0,2,5,1,1,84.24
PRT,31,2,240,0,Transient,2,3,0,1,35,239.0
GBR,176,2,9,0,Transient,2,1,0,1,32,137.7
RUS,44,1,9,0,Transient,2,1,0,1,24,120.0
ESP,1,0,None / Unknown,0,Transient,1,0,0,1,3,43.0
PRT,1,0,None / Unknown,0,Transient,1,1,0,1,8,35.0
FRA,85,0,None / Unknown,0,Transient-Party,0,2,0,4,37,90.0
GBR,225,3,9,0,Transient,0,3,0,1,26,95.7
TUR,35,0,9,0,Transient,0,2,0,1,33,125.1
TUN,82,2,9,0,Transient,2,4,0,1,43,123.0
GBR,73,3,40,0,Contract,2,5,0,1,16,42.95
CHL,23,0,9,0,Transient,1,3,0,1,23,140.9
CN,116,0,9,0,Transient,2,2,0,1,25,99.0
FRA,72,2,9,0,Transient,2,3,0,1,24,140.0
CHE,208,0,468,0,Group,2,5,0,1,52,28.64
GBR,180,0,314,0,Transient,3,7,1,1,29,242.32
BEL,10,3,9,0,Transient,2,2,0,1,49,89.89
ESP,15,0,250,0,Transient,1,0,0,1,1,44.0
NOR,175,1,8,0,Transient,4,6,0,1,29,129.2
DEU,46,1,7,0,Transient,1,2,0,1,11,54.75
PRT,238,0,83,0,Transient,2,0,0,1,47,55.08
PRT,115,1,None / Unknown,0,Transient,0,3,0,2,10,65.0
PRT,155,0,None / Unknown,0,Transient,0,1,0,1,44,36.0
PRT,16,0,250,0,Transient,0,2,0,1,10,80.0
ITA,106,1,9,0,Transient,2,7,0,1,33,76.5
SWE,263,1,9,0,Transient,1,3,0,2,15,142.2
PRT,4,0,14,0,Transient,0,1,1,1,30,156.95
FRA,26,2,9,0,Transient,1,2,0,1,41,153.0
FRA,36,1,9,0,Transient,1,2,0,1,13,137.4
PRT,50,2,9,0,Transient,1,2,1,1,23,150.3
PRT,40,0,1,0,Transient-Party,1,1,0,5,36,96.0
USA,1,0,None / Unknown,0,Transient,0,1,0,1,34,109.0
CHN,1,1,None / Unknown,0,Transient,1,0,0,1,42,120.0
GBR,20,0,254,0,Transient-Party,1,1,0,2,11,178.0
PRT,3,0,330,0,Transient-Party,0,1,0,1,47,30.0
USA,95,2,9,0,Transient,1,2,0,1,41,151.2
PRT,12,1,9,0,Contract,0,1,0,1,50,87.0
BEL,13,2,9,0,Contract,2,3,0,1,36,99.0
PRT,5,0,None / Unknown,0,Transient-Party,0,2,0,1,19,106.0
NOR,12,3,7,0,Transient,2,2,0,1,46,86.4
